Original File Name,New File Name,Original Path,New Path,Project Name,Year
SolitaryGardens-26.jpg,2021_SG_Andry_Street_image37of41.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Andry Street/2021 SG Andry Street_gallery/SolitaryGardens-26.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Andry Street/2021 SG Andry Street_gallery/2021_SG_Andry_Street_image37of41.png,SG Andry Street,2021
SolitaryGardens-47.jpg,2021_SG_Andry_Street_image38of41.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Andry Street/2021 SG Andry Street_gallery/SolitaryGardens-47.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Andry Street/2021 SG Andry Street_gallery/2021_SG_Andry_Street_image38of41.png,SG Andry Street,2021
SolitaryGardens-6.jpg,2021_SG_Andry_Street_image39of41.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Andry Street/2021 SG Andry Street_gallery/SolitaryGardens-6.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Andry Street/2021 SG Andry Street_gallery/2021_SG_Andry_Street_image39of41.png,SG Andry Street,2021
SolitaryGardens-84.jpeg,2021_SG_Andry_Street_image40of41.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Andry Street/2021 SG Andry Street_gallery/SolitaryGardens-84.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Andry Street/2021 SG Andry Street_gallery/2021_SG_Andry_Street_image40of41.png,SG Andry Street,2021
nettles 133.jpg,2021_SG_Andry_Street_image41of41.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Andry Street/2021 SG Andry Street_gallery/nettles 133.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Andry Street/2021 SG Andry Street_gallery/2021_SG_Andry_Street_image41of41.png,SG Andry Street,2021
IMG_3277.JPG,2021_SG_Visible_records_image01of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3277.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image01of12.png,SG Visible records,2021
IMG_3278.JPG,2021_SG_Visible_records_image02of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3278.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image02of12.png,SG Visible records,2021
IMG_3305.jpg,2021_SG_Visible_records_image03of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3305.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image03of12.png,SG Visible records,2021
IMG_3420.JPG,2021_SG_Visible_records_image04of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3420.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image04of12.png,SG Visible records,2021
IMG_3487.JPG,2021_SG_Visible_records_image05of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3487.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image05of12.png,SG Visible records,2021
IMG_3488.JPG,2021_SG_Visible_records_image06of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3488.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image06of12.png,SG Visible records,2021
IMG_3489.JPG,2021_SG_Visible_records_image07of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3489.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image07of12.png,SG Visible records,2021
IMG_3506.jpg,2021_SG_Visible_records_image08of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3506.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image08of12.png,SG Visible records,2021
IMG_3507.JPG,2021_SG_Visible_records_image09of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/IMG_3507.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image09of12.png,SG Visible records,2021
Visible Records 20222.JPG,2021_SG_Visible_records_image10of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/Visible Records 20222.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image10of12.png,SG Visible records,2021
visible Records 2022.JPG,2021_SG_Visible_records_image11of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/visible Records 2022.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image11of12.png,SG Visible records,2021
visible records 20221.JPG,2021_SG_Visible_records_image12of12.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2021 SG Visible records/2021 SG Visible records_gallery/visible records 20221.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2021 SG Visible Records/2021 SG Visible Records_gallery/2021_SG_Visible_records_image12of12.png,SG Visible records,2021
Andry2022 51D01D96-8A9A-4F3E-9102-2B21CD90A46E.jpeg,2022_SG_Andry_Street_image01of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 51D01D96-8A9A-4F3E-9102-2B21CD90A46E.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image01of27.png,SG Andry Street,2022
Andry2022 62032138954__F271B0CB-CF0B-4866-8FA6-E872F96830C3.JPG,2022_SG_Andry_Street_image02of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 62032138954__F271B0CB-CF0B-4866-8FA6-E872F96830C3.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image02of27.png,SG Andry Street,2022
Andry2022 IMG_0479.jpeg,2022_SG_Andry_Street_image03of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_0479.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image03of27.png,SG Andry Street,2022
Andry2022 IMG_0480.jpeg,2022_SG_Andry_Street_image04of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_0480.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image04of27.png,SG Andry Street,2022
Andry2022 IMG_0481.jpeg,2022_SG_Andry_Street_image05of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_0481.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image05of27.png,SG Andry Street,2022
Andry2022 IMG_2029.jpg,2022_SG_Andry_Street_image06of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_2029.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image06of27.png,SG Andry Street,2022
Andry2022 IMG_3738.jpeg,2022_SG_Andry_Street_image07of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_3738.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image07of27.png,SG Andry Street,2022
Andry2022 IMG_3740.jpeg,2022_SG_Andry_Street_image08of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_3740.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image08of27.png,SG Andry Street,2022
Andry2022 IMG_3745.jpeg,2022_SG_Andry_Street_image09of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_3745.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image09of27.png,SG Andry Street,2022
Andry2022 IMG_3764.jpeg,2022_SG_Andry_Street_image10of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_3764.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image10of27.png,SG Andry Street,2022
Andry2022 IMG_4835.jpeg,2022_SG_Andry_Street_image11of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_4835.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image11of27.png,SG Andry Street,2022
Andry2022 IMG_4840.jpeg,2022_SG_Andry_Street_image12of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/Andry2022 IMG_4840.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image12of27.png,SG Andry Street,2022
MLB 2022 flower.jpeg,2022_SG_Andry_Street_image23of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/MLB 2022 flower.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image23of27.png,SG Andry Street,2022
jenn carrots.jpeg,2022_SG_Andry_Street_image24of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/jenn carrots.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image24of27.png,SG Andry Street,2022
letter writing.jpeg,2022_SG_Andry_Street_image25of27.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Andry Street/2022 SG Andry Street_gallery/letter writing.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Andry Street/2022 SG Andry Street_gallery/2022_SG_Andry_Street_image25of27.png,SG Andry Street,2022
IMG_4235 Large.jpeg,2022_SG_Florence_Griswold_image01of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4235 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image01of13.png,SG Florence Griswold,2022
IMG_4300 Large.jpeg,2022_SG_Florence_Griswold_image02of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4300 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image02of13.png,SG Florence Griswold,2022
IMG_4329 Large.jpeg,2022_SG_Florence_Griswold_image03of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4329 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image03of13.png,SG Florence Griswold,2022
IMG_4330 Large.jpeg,2022_SG_Florence_Griswold_image04of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4330 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image04of13.png,SG Florence Griswold,2022
IMG_4331 Large.jpeg,2022_SG_Florence_Griswold_image05of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4331 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image05of13.png,SG Florence Griswold,2022
IMG_4332 Large.jpeg,2022_SG_Florence_Griswold_image06of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4332 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image06of13.png,SG Florence Griswold,2022
IMG_4333 Large.jpeg,2022_SG_Florence_Griswold_image07of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4333 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image07of13.png,SG Florence Griswold,2022
IMG_4334 Large.jpeg,2022_SG_Florence_Griswold_image08of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4334 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image08of13.png,SG Florence Griswold,2022
IMG_4336 Large.jpeg,2022_SG_Florence_Griswold_image09of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4336 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image09of13.png,SG Florence Griswold,2022
IMG_4337.jpg,2022_SG_Florence_Griswold_image10of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4337.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image10of13.png,SG Florence Griswold,2022
IMG_4340 Large.jpeg,2022_SG_Florence_Griswold_image11of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4340 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image11of13.png,SG Florence Griswold,2022
IMG_4341 Large.jpeg,2022_SG_Florence_Griswold_image12of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4341 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image12of13.png,SG Florence Griswold,2022
IMG_4342 Large.jpeg,2022_SG_Florence_Griswold_image13of13.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/IMG_4342 Large.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2022 SG Florence Griswold/2022 SG Florence Griswold_gallery/2022_SG_Florence_Griswold_image13of13.png,SG Florence Griswold,2022
IMG_0333.JPG,2023_SG_Andry_Street_image01of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_0333.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image01of22.png,SG Andry Street,2023
IMG_0347.JPG,2023_SG_Andry_Street_image02of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_0347.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image02of22.png,SG Andry Street,2023
IMG_0588.JPG,2023_SG_Andry_Street_image03of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_0588.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image03of22.png,SG Andry Street,2023
IMG_0658.JPG,2023_SG_Andry_Street_image04of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_0658.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image04of22.png,SG Andry Street,2023
IMG_0700.JPG,2023_SG_Andry_Street_image05of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_0700.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image05of22.png,SG Andry Street,2023
IMG_1135.JPG,2023_SG_Andry_Street_image06of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_1135.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image06of22.png,SG Andry Street,2023
IMG_1795.JPG,2023_SG_Andry_Street_image07of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_1795.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image07of22.png,SG Andry Street,2023
IMG_2064.JPG,2023_SG_Andry_Street_image08of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_2064.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image08of22.png,SG Andry Street,2023
IMG_2076.JPG,2023_SG_Andry_Street_image09of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_2076.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image09of22.png,SG Andry Street,2023
IMG_2885.jpeg,2023_SG_Andry_Street_image10of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_2885.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image10of22.png,SG Andry Street,2023
IMG_2893.jpeg,2023_SG_Andry_Street_image11of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_2893.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image11of22.png,SG Andry Street,2023
IMG_3197.jpeg,2023_SG_Andry_Street_image12of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_3197.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image12of22.png,SG Andry Street,2023
IMG_3444.jpeg,2023_SG_Andry_Street_image13of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_3444.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image13of22.png,SG Andry Street,2023
IMG_3790.jpeg,2023_SG_Andry_Street_image14of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_3790.jpeg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image14of22.png,SG Andry Street,2023
IMG_5835.JPG,2023_SG_Andry_Street_image15of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_5835.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image15of22.png,SG Andry Street,2023
IMG_7847.JPG,2023_SG_Andry_Street_image16of22.png,/Volumes/T7 Shield/JACKIESUMELL.COM/NV Solitary Gardens 2014-2024/2023 SG Andry Street/2023 SG Andry Street_gallery/IMG_7847.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2023 SG Andry Street/2023 SG Andry Street_gallery/2023_SG_Andry_Street_image16of22.png,SG Andry Street,2023
